username,date,rawContent,friendsCount,followersCount,replyCount,retweetCount,quoteCount,id,fullName,name,type,country,countryCode,outlinks,userLocation,track_uri,lyrics,unique_words
00Fuzz,2022-04-28T01:46:40+00:00,https://t.co/i0s5BWDhrM,2246,2267,0,0,0,dd9c503d6c35364b,"Pennsylvania, USA",Pennsylvania,admin,United States,US,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW?si=eFr9FJ2LQG2-Qa6G5nBMqw,"Elkins Park, Pa",spotify:track:0Fs9cdPDhptWEDJmiCbkEW,this is j cole lyrics j cole i n t e r l u d e j cole lion king on ice j cole t h e c l i m b b a c k j cole snow on tha bluff j cole middle child j cole kod j cole no role modelz j cole neighbors j cole motiv j cole g o m d j cole wet dreamz j cole power trip feat miguel j cole a tale of citiez j cole atm j cole apparently j cole kevin s heart j cole brackets j cole can t get enough feat trey songz j cole deja vu j cole work out j cole crooked slime feat tlc j cole photograph j cole she knows feat amber coffman cults j cole nobody s perfect feat missy elliott j cole forbidden fruit feat kendrick lamar j cole in the morning feat drake j cole intro to the fall off j cole love yourz j cole rich niggas j cole immortal j cole lights please j cole land of the snakes j cole everybody dies j cole change jeremih planez feat j cole j cole high for hours j cole lost ones j cole false prophets j cole your eyez only j cole cole world j cole ville mentality miguel all i want is you feat j cole bas my nigga just made bail feat j cole jeezy american dream feat j cole kendrick lamar you might also likeembed,"['world', 'die', 'crook', 'morning', 'rich', 'tale', 'slime', 'apparently', 'light', 'wet', 'fruit', 'feat', 'bluff', 'trip', 'prophet', 'trey', 'land', 'fall', 'high', 'cult', 'power', 'photograph', 'amber', 'tha', 'snow', 'heart', 'bas', 'cole', 'child', 'missy', 'ville', 'mentality', 'immortal', 'lose', 'drake', 'work', 'lion', 'love', 'king', 'role', 'perfect', 'change', 'neighbor', 'dream', 'forbid', 'middle', 'bail', 'snake', 'ice', 'hour', 'false']"
100millieon,2022-04-29T10:35:34+00:00,https://t.co/63RrVntE1i,670,833,0,0,0,0e2242eb8691df96,"Henderson, NV",Henderson,city,United States,US,https://open.spotify.com/track/5byHoShbSK7mxLGDQZli9J?si=5AeQa3j1TX-LZVIlNPwWIQ,vegas.,spotify:track:5byHoShbSK7mxLGDQZli9J,,[]
111ay111a,2022-04-28T03:35:52+00:00,SZA will always be the realest for this album literally such a work of art https://t.co/3sSsZF47R2,44,12,0,0,0,ac88a4f17a51c7fc,"Portland, OR",Portland,city,United States,US,https://open.spotify.com/track/06u5LrUpbosQlQ1QJFhPpG?si=lCaXnc2AQq68mUaykI193g,,spotify:track:06u5LrUpbosQlQ1QJFhPpG,translationst rk eespa olportugu sdrew barrymore lyrics skit mommy go verse why is it so hard to accept the party is over you came with your new friends and her mom jeans and her new vans and she s perfect and i hate it oh so glad you made it i m so glad you could come by somebody get the tacos somebody spark the blunt let s start the narcos off at episode one bring the gin got the juice bring the sin got that too won t you shut up know you re my favorite am i chorus warm enough for you outside baby yeah tell me if it s warm enough here for you is it warm enough for you inside me me me me warm enough for you outside baby yeah tell me if it s warm enough here for you warm enough outside inside me me me me verse i get so lonely i forget what i m worth we get so lonely we pretend that this works i m so ashamed of myself think i need therapy y y y i m sorry i m not more attractive i m sorry i m not more ladylike i m sorry i don t shave my legs at night i m sorry i m not your baby mama i m sorry you got karma comin to you collect your soul get it right chorus warm enough for you outside baby yeah tell me if it s warm enough here for you is it warm enough for you inside me me me me warm enough for you outside baby yeah tell me if it s warm enough here for you warm enough outside inside me me me me see sza liveget tickets as low as you might also like bridge sorry i just need to see you i m sorry i m so clingy i don t mean to be a lot do you really wanna love me down like you say you do give it to me like you say you do cause it s hard enough you got to treat me like this lonely enough to let you treat me like this do you really love me or just wanna love me down down down down chorus warm enough for you outside baby yeah tell me if it s warm enough here for you outside baby yeah warm enough for you inside me me me me me me me me me warm enough for you outside baby yeah tell me if it s warm enough here for you outside baby yeah warm enough outside inside me me me me warm enough outside inside outro warm enough outside inside me me me me me me me oh is it warm enough outside inside embed,"['favorite', 'shave', 'collect', 'work', 'treat', 'gin', 'win', 'inside', 'lonely', 'mommy', 'shut', 'party', 'baby', 'warm', 'attractive', 'hard', 'juice', 'van', 'therapy', 'love', 'lot', 'blunt', 'bring', 'leg', 'ladylike', 'jean', 'perfect', 'worth', 'ashamed', 'soul', 'glad', 'bridge', 'skit', 'start', 'spark', 'episode', 'hate', 'clingy', 'friend', 'accept', 'pretend', 'karma', 'ticket', 'low', 'forget', 'sin', 'night']"
1kMilesDG,2022-04-29T23:53:14+00:00,https://t.co/J2g11lyH03,802,372,0,0,0,3df0e3eb1e91170b,"Columbus, OH",Columbus,city,United States,US,https://open.spotify.com/track/2ktg2oZDyFAX3iY1QNkXl5?si=Y30AXWTKQUq-L-_h7ELNdA,"Atlanta, GA",spotify:track:2ktg2oZDyFAX3iY1QNkXl5,session lyrics verse threw away your love letters i thought it d make me feel better i finally got you out my bed but i still can t get you out my head ooh i m sending you one text at a time i know you re by your phone so boy pick up your line and i ain t too proud to beg so what s been said has been said chorus and i need you to know you don t know what love is and i need you to know you don t know verse and you don t know what love is if you don t put up a fight you don t know what love is if you don t stay up all night boy and you don t know what love is if you re too good to call a million times and you say you know what love is but i swear you never seen it in your life ooh outro i swear you never seen it in your life i swear you never seen it in your lifesee summer walker liveget tickets as low as you might also like embed,"['head', 'pick', 'finally', 'throw', 'letter', 'feel', 'summer', 'love', 'bed', 'send', 'phone', 'session', 'good', 'stay', 'walker', 'beg', 'fight', 'line', 'boy', 'time', 'text', 'million', 'ticket', 'swear', 'low', 'life', 'night']"
28Jsmith12,2022-04-27T15:30:16+00:00,https://t.co/nOpLA4a4S1,983,1127,0,0,0,3df4f427b5a60fea,"San Antonio, TX",San Antonio,city,United States,US,https://open.spotify.com/track/4kjrB4xpcXRiAjLRivGhN2?si=10Y3sBSVT7yzxAZ8LRVUeQ,Out there,spotify:track:4kjrB4xpcXRiAjLRivGhN2,translationsespa olbroke boi lyrics intro bitch what that hoe talkin bout i don t know ayy uh i don t know i don t know yeah yeah cash carti bitch cash hold on money nigga cash carti chorus broke boy broke boy broke boy broke boy broke boy broke boy broke boy broke boy ayy yeah broke boy broke boy ayy uh why should i keep juugin all these broke boys all these broke boys in the mall buyin ice cause he a broke boy he a broke boy ayy i can t even kick it with these broke boys with these broke boys he ain t come to buy a pack cause he a broke boy cause he a broke boy verse bitch i m goin through the sack cause i m no broke boy uh goin through the sack nigga runnin up the check on these broke boys runnin up the check nigga put some bands on your neck and have you murked boy have you murked boy bitch i m ballin on these niggas ballin ayy bitch i m ballin on these niggas first they hatin he so pussy yeah yeah yeah yeah yeah don t cross your partner pussy that s a pussy for some pussy ayy ayy nigga what always talk about me bout me still ain t never shook me shook me i m a real nigga from the flat can t overlook me ayy nah fifteen hundred nigga if you re tryna come and book me ayy uh nigga gonna fuckin book me carti cash carti keep the chopper on me my grandma watchin me what my grandma watchin me ayy fuck my jesus piece i might squeeze the piece fuck my jesus i might squeeze the piece uh hold out on my way i done flooded the streets i done flooded the streets ayy and i m on this lean i won t make a scene i won t make a scene uh nigga front on me i ma make a scene i ma make a scene uh run up in his shit run up in his shit run up in his shit ayy audi carti bimmer yeah benz with the roof up yeah ayy still on this goop punch ayy three gram boof blunt yeah yeah high as fuck ayy called up some hoes let s go to lenox square yeah yeah carti might just go icy my wrist carti carti might just go cop me some squares carti ayy keep a small circle i can t fuck with squares yeah yeah i can t fuck with squares ayy i had to get it how i got it nigga life ain t fair ayy yeah spilled the lean all on my kicks and got another pair ayy yeah i say fuck them two hoes man i got another pair damn okay carti ayy yeah ayy see playboi carti liveget tickets as low as you might also like chorus broke boy broke boy broke boy broke boy you need to get some money nigga broke boy broke boy broke boy broke boy go get some money nigga broke boy broke boy broke boy uh why should i keep juugin all these broke boys all these broke boys in the mall buyin ice cause he a broke boy he a broke boy ayy i can t even kick it with these broke boys with these broke boys he ain t come to buy a pack cause he a broke boy cause he a broke boy outro why should i keep juugin all these broke boys in the mall buyin ice cause he a broke boy i can t even kick it with these broke boys he ain t come to get a pack then he a broke boy yeah he a broke boy he a broke boy he a broke boy yeah ayy ayy cash carti carti carti cash carti carti carti carti embed,"['pussy', 'check', 'damn', 'cop', 'shake', 'cross', 'circle', 'grandma', 'talk', 'win', 'overlook', 'broke', 'man', 'wrist', 'kick', 'square', 'roof', 'cash', 'ma', 'bitch', 'bout', 'high', 'squeeze', 'real', 'money', 'icy', 'fair', 'pack', 'flat', 'hold', 'street', 'book', 'buy', 'piece', 'hoe', 'small', 'punch', 'flood', 'neck', 'ticket', 'pair', 'low', 'mall', 'murk', 'gram', 'partner', 'lean', 'blunt', 'scene', 'boy', 'sack', 'boof', 'spill', 'run', 'break', 'band', 'chopper', 'life', 'ice']"
