track_uri,artist_uri,genres
0Fs9cdPDhptWEDJmiCbkEW,6l3HvQ5sa6mXTsMTB19rO5,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
5byHoShbSK7mxLGDQZli9J,2yQf6b8hxahZaT5dHlWaB1,"['east coast hip hop', 'hardcore hip hop']"
06u5LrUpbosQlQ1QJFhPpG,7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'r&b', 'rap']"
2ktg2oZDyFAX3iY1QNkXl5,57LYzLEk2LcFghVwuWbcuS,['r&b']
4kjrB4xpcXRiAjLRivGhN2,699OTQXzgjhIYAHMy9RyPD,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
0r25pxoDFTCZsdsD3QLq5N,4V0C6DfWDkS3V1XtfUoh3i,[]
26wmvvs551tmKJ14BDJqUi,6vXTefBL93Dj5IqAWq6OTv,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
3qTqu74R0HVC7ec23fYBpu,6tnuL2AIiA5wCpO5Pm8Xql,"['long island punk', 'metallic hardcore']"
3hObYHRHxl2hcxVaLFx05n,65Q8M4mum2OT2SaZo6NWHH,[]
216Mqr7kkQniR0YYYoCeG5,4sv6VJ2QZlaSosz3kFlxQH,"['hyphy', 'oakland hip hop', 'west coast rap']"
7rWCWzPRftzZTZtIyQtaDU,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
5dorshpG6ZHpPDFNkbzCA1,28ExwzUQsvgJooOI0X1mr3,"['conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
5UmiG5RKR9cNo1Q8BCh9mO,1CLPoZyoqBo2z444JtmBAF,"['latin hip hop', 'reggaeton']"
59nOXPmaKlBfGMDeOVGrIK,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2jnCDRKe4IfoIN2teGn308,5Wh3G01Xfxn2zzEZNpuYHH,"['idol rock', 'j-pixie', 'kawaii metal']"
2CLSHTGF4jYXx2RCz1h0dS,0EdvGhlC1FkGItLOWQzG4J,"['rap rock', 'reggae fusion', 'ska mexicano', 'ska punk']"
1EErHiCy9K9RCkWuq47Pqv,3imYFuOnv5nvViQGUnGHBD,[]
0JkXH76JKnkypqAZmFN171,7KMqksf0UMdyA0UCf4R3ux,['neo mellow']
5i8AHhRU9tfp8c3drQetaa,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
6r8k1vznHrzlEKYxL4dZEe,6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']"
19gCnDoMbugHhF7eMpLpe1,1W7FNibLa0O0b572tB2w7t,['bedroom soul']
1VpenLkKxrcdjYX0tKV4Es,3inCNiUr4R6XQ3W43s9Aqi,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze']"
3nzEMKTp0yRgKbskDDU1qj,4qXC0i02bSFstECuXP2ZpL,"['pop rap', 'westcoast flow']"
1l32mo5oW5oIRRjNnVJBNR,7GN9PivdemQRKjDt4z5Zv8,"['alternative r&b', 'lgbtq+ hip hop']"
7vGuf3Y35N4wmASOKLUVVU,64KEffDW9EtZ1y2vBYgq8T,"['brostep', 'edm', 'pop', 'progressive electro house']"
70FEs8yl7KbDYGqK1uOqaF,084shETK0ucyuDz0qpCxV4,[]
0MrD47wtvAu6igsy8vqUzN,6O74knDqdv3XaWtkII7Xjp,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
6Na5uKk5SsqZimk0hAWo8y,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
2ctvdKmETyOzPb2GiJJT53,0k17h0D3J5VfsdmQ1iZtE9,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
65uoaqX5qcjXZRheAj1qQT,0FEJqmeLRzsXj8hgcZaAyB,['french pop']
4kD4ZzJ1rZIVfJ9qw85CVT,5TYxZTjIPqKM8K8NuP9woO,['urbano espanol']
42qNWdLKCI41S4uzfamhFM,5jTtGLk1mGFMY5lQOvJYUj,[]
6dnco8haegnJYtylV26cBq,32vWCbZh0xZ4o9gkz4PsEU,"['classic country pop', 'country', 'country dawn']"
5acSb48zFAcXTdL5Wsk8xx,7DMveApC7UnC2NPfPvlHSU,"['edm', 'pop', 'pop dance']"
2UYVjyl4ldjDcGUnk7Xd7L,2q0HDEYPYC2oZjXgYqAWMZ,"['dirty south rap', 'gangster rap', 'hardcore hip hop', 'southern hip hop']"
6QXDQn2vAijCxfhbRIJxxG,2jaZBg4JV70EPaWfXZi0NA,[]
3iUnagQlUtjjCNQ3us3lPi,4yBK75WVCQXej1p04GWqxH,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']"
0UEdaJfxzQvodyAdlB8EHZ,2SDGIFzEh9xmE5zDKcMRkj,"['deathcore', 'djent', 'melodic metalcore', 'progressive metalcore']"
2HbKqm4o0w5wEeEFXm2sD4,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
6m1TWFMeon7ai9XLOzdbiR,3Nrfpe0tUJi4K4DXYWgMUX,"['k-pop', 'k-pop boy group', 'pop']"
5nZXBiZlNaimXoBGMcaccG,3kjN3HEej3eTqDSIzY39pH,[]
05eRZcYJ6jdeNb41UVoxaS,5oERdzrfb6kmNMzPNINZib,"['scorecore', 'video game music']"
1v3j70TF1jX3rn6wWE65uf,1pmixngtBJleMrGUG5o8DE,"['azonto', 'dancehall', 'reggae fusion', 'soca']"
6Yqmv7XJLCrQEauMbPGZSw,0Y5tJX1MQlPlqiwlOH1tJY,"['hip hop', 'rap', 'slap house']"
26oUj0ozOBTMzHn9bwbqKu,0DJ3SkxtTsuVCoIQoO8UfC,[]
6hN5rIF8Fupldl9FWAx4EH,4I9yp1bIYUXejxCDnxRYjD,[]
6dFn6my1sHK2bcf23GlHwM,4LLpKhyESsyAXpc4laK94U,"['hip hop', 'pittsburgh rap', 'rap']"
5kHgrRO3hMDPehtH9VhYQc,1Y8cdNmUJH7yBTd9yOvr5i,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']"
5v8oHydXFHM1je05EFyIdw,0cGUm45nv7Z6M6qdXYQGTX,"['pop', 'r&b']"
1nnUBYz0pknEfkVWcMJo0k,0M2qrLJqvSjvJSPU2DKrfW,[]
1PVza5KmhSJhz12OewWciE,5XenQ7XfcvQdfIbpLEFaKQ,"['alternative r&b', 'dmv rap']"
5RubKOuDoPn5Kj5TLVxSxY,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino']"
7AzlLxHn24DxjgQX73F9fU,4Gso3d4CscCijv0lmajZWs,['rap']
6wyhUr4Xw8z5uSy0AhoZfU,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
3xDR4DI7b59UjRlS80yhVn,6fFfnKGVI6X3lkCr8Qw1g1,"['cali rap', 'detroit hip hop']"
4ZcuHQLXRsOyNfprXVCABm,3SXwqSqAoBz9WCI9PDQzY6,"['crank wave', 'irish indie rock']"
2ffrfOcyvDiH6WAtlaKKej,6hBJcE5rSyobvtKMHGWyXz,[]
1nahzW3kfMuwReTka28tH5,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']"
3SdTKo2uVsxFblQjpScoHy,3plJVWt88EqjvtuB4ZDRV3,"['rock-and-roll', 'soul']"
37ngSr1dW9qbzU9o04UlxE,3IXtskFMls8KXRipcIJT9y,"['neon pop punk', 'pop punk', 'uk pop punk']"
20GrahbI4AzAOWxpYfDKkf,0QHgL1lAIqAw0HtD7YldmP,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
1estGj5MlKcvdfNqlD6L4q,7LQsyTy0f9xkodwN9NDA7b,[]
3RIgHHpnFKj5Rni1shokDj,00FQb4jTyendYWaN8pK0wa,"['art pop', 'pop']"
1qMMYpVatbRITKCfq1gasi,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
40jqRY00ZBurt1HqDxUOt3,1gbDc1TANALgP8lLvO5UEf,['psybass']
5l5TamK1eGSUAzBhsutyyk,0tbeZu9lv8YEKSQ9tZSslu,"['alternative r&b', 'indie soul', 'nyc pop']"
7bRcgBFPDgWhVuopP5x6MW,4w3QqrcmBv8dasemwBXmxf,"['melancholia', 'new romantic', 'new wave pop', 'sophisti-pop']"
01z2fBGB8Hl3Jd3zXe4IXR,4LLpKhyESsyAXpc4laK94U,"['hip hop', 'pittsburgh rap', 'rap']"
4vbCuMBvSN4jqOX4ypQcbz,4LLpKhyESsyAXpc4laK94U,"['hip hop', 'pittsburgh rap', 'rap']"
06PQVPfVRJxx4dE22zGl40,63knPlGzLHTNDf1J78Fvte,"['new americana', 'western americana']"
5FiQiVebbjWgrV9sMFJ9aa,2dd5mrQZvg6SmahdgVKDzh,"['k-rap', 'korean old school hip hop']"
2XRqhe4lmCQVaUWawR5wRo,1fqHLAKthJsVYcukjFrroK,['panamanian pop']
4U5CjTT6uObhD2vwnD4zOF,6f0hUHWLOCxCSDQMtdVAS7,['indie pop rap']
39h78hboVfEeEJ7Wo0yqIu,5z5Wgdaa8Z16FrWxXdmXCT,"['cali rap', 'sacramento hip hop']"
09gysnJpfQ3ublBmJDfcEC,21UPYSRWFKwtqvSAnFnSvS,"['afro r&b', 'afrobeats', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']"
5H43dazn2x2O9dkDVvaiDS,2dBj3prW7gP9bCCOIQeDUf,['mashup']
6HvUYS1xDfTCGWoeVrv3XS,6FBDaR13swtiWwGhX1WQsP,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']"
5tDyUiXPUZDIx8nnZvRTMl,0cGUm45nv7Z6M6qdXYQGTX,"['pop', 'r&b']"
4ymSPbrsicxiNCtMzrwQ58,05YQdfjpG35u5fmVn7Y0sc,"['abstract hip hop', 'ohio hip hop', 'underground rap']"
272vIYVYzfAgHUQRUYWmhP,4VMYDCV2IEDYJArk749S6m,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
2z3joGXrdGL2iEjIKQTiN1,6l3HvQ5sa6mXTsMTB19rO5,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
3LmuxO8mh3wwIfRUqHJFFy,3q7HBObVc0L8jNeTe5Gofh,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
0ADruIr9d1CYUUZKgw8zWp,0MeLMJJcouYXCymQSHPn8g,"['ambient worship', 'chamber pop']"
392COIitLMUIOwLDEq7Yh7,2BQVRw9md4UKcGUrDXABCD,"['arkansas country', 'contemporary country', 'country', 'country road']"
4ZpSMKMC4rptxzghihcMFV,0WLvD9qLY4wYp3NYMJ3C6n,[]
