track_uri,artist_uri,genres
5eEj1vkMIqtmvaTk7cS4UC,55Aa2cqylxrFIXC767Z865,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
4orMsymF399H3xKBc0AIhx,17Vw9uuOYB7XYjPt0LNFN0,"['digital hardcore', 'hardvapour']"
7et2onH9uPFS3JSlMOwaqb,3ipYF6lYiU7lmIb5k3JGej,[]
7LaI3mRTJu66r9HKdv7iBx,3tlXnStJ1fFhdScmQeLpuG,"['dmv rap', 'r&b', 'rap']"
4jnMAHmAkUkXNPRkKgecUJ,6q6eylLazY3ORi6YqH9x4x,['pop folk']
59ClUavkkfRhryajZBn2Lf,5Matrg5du62bXwer29cU5T,"['alternative hip hop', 'boom bap', 'buffalo hip hop', 'hip hop', 'upstate ny rap']"
5HkVXQ7MEtt49xiUrq7ngT,6uccYtzFlzdp76ua4bcrJj,['milwaukee hip hop']
40YQDJrYZFIP24QVfUi9Ar,5wPoxI5si3eJsYYwyXV4Wi,"['hip hop', 'virginia hip hop']"
3RKvplbjJwNmYShXKGv9n1,1XZc2t4hTibvwcXLLgrA7b,[]
3waX7NcvI94eYOav5qSX5D,3tgBwjfL3ycAT49VVpkfnE,[]
1pYPgA8XdHFQS15HPB41MH,3ZUZYvTkSr7kJQyAXVpqaL,"['bebop', 'hard bop', 'jazz', 'jazz funk', 'jazz trumpet', 'soul jazz']"
3OPwVR3dVHEuWkNYk6LsQl,39kuwM2oBNmrM3kEYVmk2X,"['chill breakcore', 'glitchbreak']"
0XRbYXQUymj9SJkrr8YK5B,1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
7KDYKPhxFFRDBSbgcfLxUT,0XeEobZplHxzM9QzFQWLiR,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno', 'sierreno']"
7JJX0jNN99WhEHncAgoTKS,5YkBrE0wF8cAlq3GCOw5Eu,"['indie rock', 'indie surf', 'indietronica', 'la indie', 'metropopolis']"
7Hux5aBnhKRb4PvKvnpbNc,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
7ByS2JUckiVUK4qQvNs7bV,2cc83kyldIUR2iRUaPLZfe,[]
22rWtsBZuqY9Qb5IuD4zOg,1LzWWI9v4UKdbBgz8fqi15,[]
2nKgrneVcnQjlBKpztlCSe,5OCPKdyvsphdpbIVpVts3L,"['classic texas country', 'red dirt', 'texas country']"
6K2WirQZkriGBTliRuL7Y7,4xRYI6VqpkE3UwrDrAZL8L,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']"
6cblRiEGDRNZgowcm951R3,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
1JIgFmCP5OCTEGV866WP3b,3qiHUAX7zY4Qnjx8TNUzVx,"['pluggnb', 'rage rap']"
1HrMWH5GUdK6Yi94rbANJA,240wlM8vDrf6S4zCyzGj2W,"['deep tech house', 'house', 'progressive house']"
5qidBQqsjdwewlQaw16o3L,1XkoF8ryArs86LZvFOkbyr,"['dance pop', 'neo soul', 'r&b', 'urban contemporary']"
2k3Ywt4byRB8AsUjglCOE7,6huE8Sh7scgoA8rj2vCuwZ,['rap latina']
0dGqP4VickYjtIaB5VOt4H,1z7b1Pr1rSlvWRzsW3HOrS,['hawaiian hip hop']
7ufnFt3fA9Ut2K0DILUZ34,3Y9xnCbmXGhmpJymwpnxCz,['british invasion']
5wXRkoAAMljPSrzgOsU0J0,70Wt3o0gTumIypKychnX6U,['detroit trap']
1WsEgieHsWWndAzLkmV105,6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'electropop', 'pop']"
3AWY0qfZkOuROo7SHh003L,3SRJWVa6lZnqRHOyAHmDrX,"['contemporary r&b', 'r&b', 'urban contemporary']"
0ahRDzkKq0KEi7FRoHb0qk,7urq0VfqxEYEEiZUkebXT4,"['atl hip hop', 'boy band', 'contemporary r&b', 'r&b', 'urban contemporary']"
5qrzhg9Fmu8Amg2uMhHfe5,6gbGGM0E8Q1hE511psqxL0,['pop rap']
0ECs7wpW9157Tk5yBUGbE0,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
3REnVcPtMXDxR4g8sZ4QtM,5wPoxI5si3eJsYYwyXV4Wi,"['hip hop', 'virginia hip hop']"
2PljnVsnl2PRwCvfhbdQup,181bsRPaVXVlUKXrxwZfHK,"['houston rap', 'pop', 'rap', 'trap queen']"
6hiZw0OAAX2zmxdmVE7lRJ,0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'singer-songwriter']"
0YpDwCUjgaz1TokRzau82z,17Vw9uuOYB7XYjPt0LNFN0,"['digital hardcore', 'hardvapour']"
4UaVc38NkRhcyFYklkgxbf,3sUpZrkehiGBaMzs2h9Mmc,"['modern country pop', 'texas country']"
6xrjmQMIIYgLgjCOeq2dee,1020a42xVklY6c56imNcaa,"['alternative hip hop', 'detroit hip hop', 'hardcore hip hop', 'hip hop']"
5imShWWzwqfAJ9gXFpGAQh,0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'singer-songwriter']"
6QLs06H0H54PPV90ZUVWRE,1VwDG9aBflQupaFNjUru9A,['k-pop']
3xDi7958FO4IASZ0I3vHCb,6B7C25P6J1kG4a2KXpk4aO,['chicano rap']
60b6B2ULC85t4Y5IjZvP7A,4V8LLVI7PbaPR0K2TGSxFF,"['hip hop', 'rap']"
2jCsil5E1BrVgwuOfSGlJx,1Jl8u1U1GtBlwocZK5LWZv,"['jam band', 'modern blues', 'modern blues rock', 'swamp rock']"
41JBXtssxYuLMyiBwwlnY6,2Asr5Otk5aKK272pK4ocG2,[]
4yaknNmyExSj5p5sc36RLV,1yu6r3vgWWDpQLOVHtM8pW,['cumbia sonidera']
5CBQHXYSygG1Q48lP7z7KW,6uccYtzFlzdp76ua4bcrJj,['milwaukee hip hop']
62RHWsSdkQqU389pDtL0Bp,6FXMGgJwohJLUSr5nVlf9X,"['downtempo', 'electronica', 'trip hop']"
6k5Hlq42GwA7368HzkuWAz,04ZLnodB6WbVvYg2LECqpQ,"['british soundtrack', 'soundtrack']"
2JtLVLcBKBoMoM3C8OMtu4,1yoZuH2j43vVSWsOwYuQyn,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
5UUc4DltcSXBST1l1KIBFC,69Flqq4MVOi6rx9CHvUTdt,[]
5UqXzkzU4CyIhaCmWHgS09,34EP7KEpOjXcM2TCat1ISk,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
3mViCAKDSnEoGijjbmcQYA,5IcR3N7QB1j6KBL8eImZ8m,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2lgzFaeFCQ2H8jpgO6u5ue,6WSTevYt4rGwm8QPKQr7dU,"['deep underground hip hop', 'indie pop rap']"
