,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.779,0.66,1,-4.854,1,0.17,0.0496,0.0,0.0825,0.526,83.914,audio_features,2SuMoyOaAVBg5AzfKyZaKV,spotify:track:2SuMoyOaAVBg5AzfKyZaKV,https://api.spotify.com/v1/tracks/2SuMoyOaAVBg5AzfKyZaKV,https://api.spotify.com/v1/audio-analysis/2SuMoyOaAVBg5AzfKyZaKV,243506,4
1,0.215,0.203,5,-12.65,1,0.0346,0.968,0.0585,0.0923,0.143,78.287,audio_features,3RIgHHpnFKj5Rni1shokDj,spotify:track:3RIgHHpnFKj5Rni1shokDj,https://api.spotify.com/v1/tracks/3RIgHHpnFKj5Rni1shokDj,https://api.spotify.com/v1/audio-analysis/3RIgHHpnFKj5Rni1shokDj,248934,1
2,0.486,0.329,1,-11.75,0,0.117,0.274,0.0,0.0977,0.119,142.088,audio_features,3VnXfJSIpITDRqvdV0Xe1P,spotify:track:3VnXfJSIpITDRqvdV0Xe1P,https://api.spotify.com/v1/tracks/3VnXfJSIpITDRqvdV0Xe1P,https://api.spotify.com/v1/audio-analysis/3VnXfJSIpITDRqvdV0Xe1P,216000,4
3,0.519,0.982,1,-3.748,1,0.173,3.58e-05,0.000629,0.12,0.217,94.946,audio_features,6hSKLlfC9U1EvFPAmCywY1,spotify:track:6hSKLlfC9U1EvFPAmCywY1,https://api.spotify.com/v1/tracks/6hSKLlfC9U1EvFPAmCywY1,https://api.spotify.com/v1/audio-analysis/6hSKLlfC9U1EvFPAmCywY1,210107,4
4,0.571,0.442,7,-11.567,0,0.109,0.00102,7.91e-05,0.275,0.162,143.186,audio_features,7vnlY7keoqfJRmdmmm78Ee,spotify:track:7vnlY7keoqfJRmdmmm78Ee,https://api.spotify.com/v1/tracks/7vnlY7keoqfJRmdmmm78Ee,https://api.spotify.com/v1/audio-analysis/7vnlY7keoqfJRmdmmm78Ee,124334,4
5,0.687,0.463,7,-9.413,0,0.0877,0.721,0.0,0.0887,0.202,91.147,audio_features,42J9WDig33sUHM6VwPuQco,spotify:track:42J9WDig33sUHM6VwPuQco,https://api.spotify.com/v1/tracks/42J9WDig33sUHM6VwPuQco,https://api.spotify.com/v1/audio-analysis/42J9WDig33sUHM6VwPuQco,152026,4
6,0.784,0.539,10,-8.521,0,0.33,0.0354,0.0,0.108,0.46,126.037,audio_features,48y5VJEYelOWiuOB3WPQBJ,spotify:track:48y5VJEYelOWiuOB3WPQBJ,https://api.spotify.com/v1/tracks/48y5VJEYelOWiuOB3WPQBJ,https://api.spotify.com/v1/audio-analysis/48y5VJEYelOWiuOB3WPQBJ,137195,4
7,0.665,0.727,1,-8.073,0,0.0391,0.00984,0.394,0.172,0.397,133.922,audio_features,31B7wLv4yvtjDoTTmbnxeE,spotify:track:31B7wLv4yvtjDoTTmbnxeE,https://api.spotify.com/v1/tracks/31B7wLv4yvtjDoTTmbnxeE,https://api.spotify.com/v1/audio-analysis/31B7wLv4yvtjDoTTmbnxeE,198806,4
8,0.625,0.475,8,-7.875,0,0.0375,0.0803,1.05e-06,0.482,0.261,162.096,audio_features,3RpFUptJ1wRye0nzPll7FP,spotify:track:3RpFUptJ1wRye0nzPll7FP,https://api.spotify.com/v1/tracks/3RpFUptJ1wRye0nzPll7FP,https://api.spotify.com/v1/audio-analysis/3RpFUptJ1wRye0nzPll7FP,250960,3
9,0.691,0.566,4,-5.213,0,0.227,0.28,0.0,0.106,0.291,147.982,audio_features,2CEXhYY4cGmjyTyZJw7Wo0,spotify:track:2CEXhYY4cGmjyTyZJw7Wo0,https://api.spotify.com/v1/tracks/2CEXhYY4cGmjyTyZJw7Wo0,https://api.spotify.com/v1/audio-analysis/2CEXhYY4cGmjyTyZJw7Wo0,183682,4
10,0.51,0.733,10,-13.59,1,0.496,0.143,0.0,0.435,0.394,95.26,audio_features,63lCTHGh9eM46t7wTvyrny,spotify:track:63lCTHGh9eM46t7wTvyrny,https://api.spotify.com/v1/tracks/63lCTHGh9eM46t7wTvyrny,https://api.spotify.com/v1/audio-analysis/63lCTHGh9eM46t7wTvyrny,50160,4
