,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,audio_features,0Fs9cdPDhptWEDJmiCbkEW,spotify:track:0Fs9cdPDhptWEDJmiCbkEW,https://api.spotify.com/v1/tracks/0Fs9cdPDhptWEDJmiCbkEW,https://api.spotify.com/v1/audio-analysis/0Fs9cdPDhptWEDJmiCbkEW,296520,4
1,0.706,0.687,9,-4.301,0,0.34,0.0914,0.000162,0.083,0.493,99.034,audio_features,5byHoShbSK7mxLGDQZli9J,spotify:track:5byHoShbSK7mxLGDQZli9J,https://api.spotify.com/v1/tracks/5byHoShbSK7mxLGDQZli9J,https://api.spotify.com/v1/audio-analysis/5byHoShbSK7mxLGDQZli9J,339507,4
2,0.577,0.523,0,-5.538,0,0.0429,0.491,0.0,0.147,0.29,134.93,audio_features,06u5LrUpbosQlQ1QJFhPpG,spotify:track:06u5LrUpbosQlQ1QJFhPpG,https://api.spotify.com/v1/tracks/06u5LrUpbosQlQ1QJFhPpG,https://api.spotify.com/v1/audio-analysis/06u5LrUpbosQlQ1QJFhPpG,231400,4
3,0.574,0.123,1,-13.959,1,0.196,0.894,0.00111,0.118,0.117,115.431,audio_features,2ktg2oZDyFAX3iY1QNkXl5,spotify:track:2ktg2oZDyFAX3iY1QNkXl5,https://api.spotify.com/v1/tracks/2ktg2oZDyFAX3iY1QNkXl5,https://api.spotify.com/v1/audio-analysis/2ktg2oZDyFAX3iY1QNkXl5,98027,3
4,0.833,0.423,1,-10.296,1,0.383,0.000893,2.43e-05,0.135,0.255,142.078,audio_features,4kjrB4xpcXRiAjLRivGhN2,spotify:track:4kjrB4xpcXRiAjLRivGhN2,https://api.spotify.com/v1/tracks/4kjrB4xpcXRiAjLRivGhN2,https://api.spotify.com/v1/audio-analysis/4kjrB4xpcXRiAjLRivGhN2,189322,4
5,0.749,0.856,7,-5.21,1,0.249,0.00649,0.0,0.531,0.667,155.988,audio_features,0r25pxoDFTCZsdsD3QLq5N,spotify:track:0r25pxoDFTCZsdsD3QLq5N,https://api.spotify.com/v1/tracks/0r25pxoDFTCZsdsD3QLq5N,https://api.spotify.com/v1/audio-analysis/0r25pxoDFTCZsdsD3QLq5N,154343,4
6,0.454,0.894,4,-6.844,1,0.77,0.437,0.0,0.594,0.464,153.675,audio_features,26wmvvs551tmKJ14BDJqUi,spotify:track:26wmvvs551tmKJ14BDJqUi,https://api.spotify.com/v1/tracks/26wmvvs551tmKJ14BDJqUi,https://api.spotify.com/v1/audio-analysis/26wmvvs551tmKJ14BDJqUi,302211,4
7,0.393,0.911,1,-5.972,1,0.153,0.00837,0.000225,0.235,0.37,81.282,audio_features,3qTqu74R0HVC7ec23fYBpu,spotify:track:3qTqu74R0HVC7ec23fYBpu,https://api.spotify.com/v1/tracks/3qTqu74R0HVC7ec23fYBpu,https://api.spotify.com/v1/audio-analysis/3qTqu74R0HVC7ec23fYBpu,124770,4
8,0.66,0.646,5,-6.695,0,0.0385,0.000333,0.0,0.177,0.24,140.027,audio_features,3hObYHRHxl2hcxVaLFx05n,spotify:track:3hObYHRHxl2hcxVaLFx05n,https://api.spotify.com/v1/tracks/3hObYHRHxl2hcxVaLFx05n,https://api.spotify.com/v1/audio-analysis/3hObYHRHxl2hcxVaLFx05n,123429,4
9,0.839,0.716,10,-9.537,0,0.288,0.0471,0.0151,0.331,0.687,99.843,audio_features,216Mqr7kkQniR0YYYoCeG5,spotify:track:216Mqr7kkQniR0YYYoCeG5,https://api.spotify.com/v1/tracks/216Mqr7kkQniR0YYYoCeG5,https://api.spotify.com/v1/audio-analysis/216Mqr7kkQniR0YYYoCeG5,303067,4
10,0.652,0.578,0,-6.187,1,0.161,0.00861,0.0,0.285,0.195,87.395,audio_features,7rWCWzPRftzZTZtIyQtaDU,spotify:track:7rWCWzPRftzZTZtIyQtaDU,https://api.spotify.com/v1/tracks/7rWCWzPRftzZTZtIyQtaDU,https://api.spotify.com/v1/audio-analysis/7rWCWzPRftzZTZtIyQtaDU,207213,4
11,0.627,0.647,2,-10.611,0,0.253,0.513,0.0,0.18,0.674,88.028,audio_features,5dorshpG6ZHpPDFNkbzCA1,spotify:track:5dorshpG6ZHpPDFNkbzCA1,https://api.spotify.com/v1/tracks/5dorshpG6ZHpPDFNkbzCA1,https://api.spotify.com/v1/audio-analysis/5dorshpG6ZHpPDFNkbzCA1,191893,4
12,0.706,0.619,9,-5.895,0,0.32,0.527,0.0,0.0791,0.794,93.966,audio_features,5UmiG5RKR9cNo1Q8BCh9mO,spotify:track:5UmiG5RKR9cNo1Q8BCh9mO,https://api.spotify.com/v1/tracks/5UmiG5RKR9cNo1Q8BCh9mO,https://api.spotify.com/v1/audio-analysis/5UmiG5RKR9cNo1Q8BCh9mO,296853,4
13,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,audio_features,59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,189893,4
14,0.476,0.984,2,-3.471,1,0.146,2.6e-05,0.0565,0.0576,0.194,102.496,audio_features,2jnCDRKe4IfoIN2teGn308,spotify:track:2jnCDRKe4IfoIN2teGn308,https://api.spotify.com/v1/tracks/2jnCDRKe4IfoIN2teGn308,https://api.spotify.com/v1/audio-analysis/2jnCDRKe4IfoIN2teGn308,204853,3
15,0.746,0.665,2,-6.106,1,0.0963,0.00532,0.000804,0.155,0.751,79.022,audio_features,2CLSHTGF4jYXx2RCz1h0dS,spotify:track:2CLSHTGF4jYXx2RCz1h0dS,https://api.spotify.com/v1/tracks/2CLSHTGF4jYXx2RCz1h0dS,https://api.spotify.com/v1/audio-analysis/2CLSHTGF4jYXx2RCz1h0dS,233267,4
16,0.574,0.321,1,-14.033,0,0.029,0.259,0.762,0.0759,0.0521,120.0,audio_features,1EErHiCy9K9RCkWuq47Pqv,spotify:track:1EErHiCy9K9RCkWuq47Pqv,https://api.spotify.com/v1/tracks/1EErHiCy9K9RCkWuq47Pqv,https://api.spotify.com/v1/audio-analysis/1EErHiCy9K9RCkWuq47Pqv,242000,4
17,0.349,0.503,2,-8.797,1,0.0361,0.676,0.0,0.108,0.221,83.028,audio_features,0JkXH76JKnkypqAZmFN171,spotify:track:0JkXH76JKnkypqAZmFN171,https://api.spotify.com/v1/tracks/0JkXH76JKnkypqAZmFN171,https://api.spotify.com/v1/audio-analysis/0JkXH76JKnkypqAZmFN171,234680,4
18,0.79,0.569,5,-7.591,0,0.235,0.22,0.0,0.161,0.213,86.011,audio_features,5i8AHhRU9tfp8c3drQetaa,spotify:track:5i8AHhRU9tfp8c3drQetaa,https://api.spotify.com/v1/tracks/5i8AHhRU9tfp8c3drQetaa,https://api.spotify.com/v1/audio-analysis/5i8AHhRU9tfp8c3drQetaa,189501,4
19,0.724,0.822,1,-4.374,0,0.0333,0.304,1.38e-05,0.0553,0.964,99.9,audio_features,6r8k1vznHrzlEKYxL4dZEe,spotify:track:6r8k1vznHrzlEKYxL4dZEe,https://api.spotify.com/v1/tracks/6r8k1vznHrzlEKYxL4dZEe,https://api.spotify.com/v1/audio-analysis/6r8k1vznHrzlEKYxL4dZEe,242733,4
20,0.66,0.139,6,-16.339,0,0.0323,0.964,1.1e-05,0.105,0.312,79.975,audio_features,19gCnDoMbugHhF7eMpLpe1,spotify:track:19gCnDoMbugHhF7eMpLpe1,https://api.spotify.com/v1/tracks/19gCnDoMbugHhF7eMpLpe1,https://api.spotify.com/v1/audio-analysis/19gCnDoMbugHhF7eMpLpe1,189000,4
21,0.427,0.818,0,-6.392,1,0.0308,7.24e-06,0.00711,0.0903,0.171,101.91,audio_features,1VpenLkKxrcdjYX0tKV4Es,spotify:track:1VpenLkKxrcdjYX0tKV4Es,https://api.spotify.com/v1/tracks/1VpenLkKxrcdjYX0tKV4Es,https://api.spotify.com/v1/audio-analysis/1VpenLkKxrcdjYX0tKV4Es,316653,4
22,0.626,0.781,3,-6.325,0,0.347,0.291,0.0,0.119,0.62,78.312,audio_features,3nzEMKTp0yRgKbskDDU1qj,spotify:track:3nzEMKTp0yRgKbskDDU1qj,https://api.spotify.com/v1/tracks/3nzEMKTp0yRgKbskDDU1qj,https://api.spotify.com/v1/audio-analysis/3nzEMKTp0yRgKbskDDU1qj,174204,4
23,0.684,0.564,0,-8.45,0,0.0432,0.363,0.332,0.118,0.52,96.357,audio_features,1l32mo5oW5oIRRjNnVJBNR,spotify:track:1l32mo5oW5oIRRjNnVJBNR,https://api.spotify.com/v1/tracks/1l32mo5oW5oIRRjNnVJBNR,https://api.spotify.com/v1/audio-analysis/1l32mo5oW5oIRRjNnVJBNR,220587,4
24,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,audio_features,7vGuf3Y35N4wmASOKLUVVU,spotify:track:7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,180823,4
25,0.58,0.379,9,-8.074,0,0.369,0.65,0.537,0.094,0.267,171.905,audio_features,70FEs8yl7KbDYGqK1uOqaF,spotify:track:70FEs8yl7KbDYGqK1uOqaF,https://api.spotify.com/v1/tracks/70FEs8yl7KbDYGqK1uOqaF,https://api.spotify.com/v1/audio-analysis/70FEs8yl7KbDYGqK1uOqaF,232643,4
26,0.722,0.661,2,-8.236,1,0.0844,0.151,0.0,0.233,0.643,126.007,audio_features,0MrD47wtvAu6igsy8vqUzN,spotify:track:0MrD47wtvAu6igsy8vqUzN,https://api.spotify.com/v1/tracks/0MrD47wtvAu6igsy8vqUzN,https://api.spotify.com/v1/audio-analysis/0MrD47wtvAu6igsy8vqUzN,228867,4
27,0.794,0.735,0,-4.204,1,0.054,0.108,0.00578,0.112,0.223,107.374,audio_features,6Na5uKk5SsqZimk0hAWo8y,spotify:track:6Na5uKk5SsqZimk0hAWo8y,https://api.spotify.com/v1/tracks/6Na5uKk5SsqZimk0hAWo8y,https://api.spotify.com/v1/audio-analysis/6Na5uKk5SsqZimk0hAWo8y,234373,4
28,0.431,0.373,11,-15.142,0,0.0346,0.389,0.728,0.143,0.253,128.153,audio_features,2ctvdKmETyOzPb2GiJJT53,spotify:track:2ctvdKmETyOzPb2GiJJT53,https://api.spotify.com/v1/tracks/2ctvdKmETyOzPb2GiJJT53,https://api.spotify.com/v1/audio-analysis/2ctvdKmETyOzPb2GiJJT53,169535,4
29,0.669,0.449,0,-7.658,0,0.0489,0.184,0.0,0.0729,0.327,114.926,audio_features,65uoaqX5qcjXZRheAj1qQT,spotify:track:65uoaqX5qcjXZRheAj1qQT,https://api.spotify.com/v1/tracks/65uoaqX5qcjXZRheAj1qQT,https://api.spotify.com/v1/audio-analysis/65uoaqX5qcjXZRheAj1qQT,213493,4
30,0.649,0.376,4,-7.528,1,0.039,0.0626,2.72e-05,0.0911,0.434,97.848,audio_features,4kD4ZzJ1rZIVfJ9qw85CVT,spotify:track:4kD4ZzJ1rZIVfJ9qw85CVT,https://api.spotify.com/v1/tracks/4kD4ZzJ1rZIVfJ9qw85CVT,https://api.spotify.com/v1/audio-analysis/4kD4ZzJ1rZIVfJ9qw85CVT,203507,4
31,0.583,0.888,11,-9.414,0,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,audio_features,42qNWdLKCI41S4uzfamhFM,spotify:track:42qNWdLKCI41S4uzfamhFM,https://api.spotify.com/v1/tracks/42qNWdLKCI41S4uzfamhFM,https://api.spotify.com/v1/audio-analysis/42qNWdLKCI41S4uzfamhFM,203600,4
32,0.617,0.411,8,-12.075,1,0.0373,0.675,1.04e-06,0.0886,0.738,203.934,audio_features,6dnco8haegnJYtylV26cBq,spotify:track:6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/tracks/6dnco8haegnJYtylV26cBq,https://api.spotify.com/v1/audio-analysis/6dnco8haegnJYtylV26cBq,251960,4
33,0.686,0.738,9,-5.802,1,0.287,0.0703,0.0,0.0505,0.45,101.829,audio_features,5acSb48zFAcXTdL5Wsk8xx,spotify:track:5acSb48zFAcXTdL5Wsk8xx,https://api.spotify.com/v1/tracks/5acSb48zFAcXTdL5Wsk8xx,https://api.spotify.com/v1/audio-analysis/5acSb48zFAcXTdL5Wsk8xx,149857,4
34,0.444,0.65,6,-7.041,1,0.461,0.0375,0.0,0.192,0.771,81.674,audio_features,2UYVjyl4ldjDcGUnk7Xd7L,spotify:track:2UYVjyl4ldjDcGUnk7Xd7L,https://api.spotify.com/v1/tracks/2UYVjyl4ldjDcGUnk7Xd7L,https://api.spotify.com/v1/audio-analysis/2UYVjyl4ldjDcGUnk7Xd7L,223400,4
35,0.569,0.904,1,-1.306,0,0.397,0.326,0.0,0.218,0.56,81.754,audio_features,6QXDQn2vAijCxfhbRIJxxG,spotify:track:6QXDQn2vAijCxfhbRIJxxG,https://api.spotify.com/v1/tracks/6QXDQn2vAijCxfhbRIJxxG,https://api.spotify.com/v1/audio-analysis/6QXDQn2vAijCxfhbRIJxxG,180001,4
36,0.396,0.896,4,-4.398,0,0.396,0.0309,0.0,0.207,0.632,86.882,audio_features,3iUnagQlUtjjCNQ3us3lPi,spotify:track:3iUnagQlUtjjCNQ3us3lPi,https://api.spotify.com/v1/tracks/3iUnagQlUtjjCNQ3us3lPi,https://api.spotify.com/v1/audio-analysis/3iUnagQlUtjjCNQ3us3lPi,253840,4
37,0.204,0.97,8,-5.64,1,0.127,8.47e-05,9.76e-06,0.128,0.122,139.815,audio_features,0UEdaJfxzQvodyAdlB8EHZ,spotify:track:0UEdaJfxzQvodyAdlB8EHZ,https://api.spotify.com/v1/tracks/0UEdaJfxzQvodyAdlB8EHZ,https://api.spotify.com/v1/audio-analysis/0UEdaJfxzQvodyAdlB8EHZ,276173,5
38,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,audio_features,2HbKqm4o0w5wEeEFXm2sD4,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,https://api.spotify.com/v1/tracks/2HbKqm4o0w5wEeEFXm2sD4,https://api.spotify.com/v1/audio-analysis/2HbKqm4o0w5wEeEFXm2sD4,386907,4
39,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,audio_features,6m1TWFMeon7ai9XLOzdbiR,spotify:track:6m1TWFMeon7ai9XLOzdbiR,https://api.spotify.com/v1/tracks/6m1TWFMeon7ai9XLOzdbiR,https://api.spotify.com/v1/audio-analysis/6m1TWFMeon7ai9XLOzdbiR,242334,4
40,0.891,0.664,2,-6.396,1,0.124,0.274,0.000338,0.165,0.478,124.004,audio_features,5nZXBiZlNaimXoBGMcaccG,spotify:track:5nZXBiZlNaimXoBGMcaccG,https://api.spotify.com/v1/tracks/5nZXBiZlNaimXoBGMcaccG,https://api.spotify.com/v1/audio-analysis/5nZXBiZlNaimXoBGMcaccG,166452,4
41,0.207,0.256,9,-13.38,1,0.0401,0.641,0.959,0.0893,0.0905,125.683,audio_features,05eRZcYJ6jdeNb41UVoxaS,spotify:track:05eRZcYJ6jdeNb41UVoxaS,https://api.spotify.com/v1/tracks/05eRZcYJ6jdeNb41UVoxaS,https://api.spotify.com/v1/audio-analysis/05eRZcYJ6jdeNb41UVoxaS,147787,4
42,0.793,0.72,6,-4.27,1,0.255,0.0328,0.0,0.145,0.565,94.785,audio_features,1v3j70TF1jX3rn6wWE65uf,spotify:track:1v3j70TF1jX3rn6wWE65uf,https://api.spotify.com/v1/tracks/1v3j70TF1jX3rn6wWE65uf,https://api.spotify.com/v1/audio-analysis/1v3j70TF1jX3rn6wWE65uf,219533,4
43,0.648,0.631,4,-5.662,0,0.103,0.377,0.0,0.12,0.142,105.989,audio_features,6Yqmv7XJLCrQEauMbPGZSw,spotify:track:6Yqmv7XJLCrQEauMbPGZSw,https://api.spotify.com/v1/tracks/6Yqmv7XJLCrQEauMbPGZSw,https://api.spotify.com/v1/audio-analysis/6Yqmv7XJLCrQEauMbPGZSw,349933,4
44,0.561,0.799,8,-7.803,0,0.0349,0.00958,0.00054,0.0797,0.45,148.031,audio_features,26oUj0ozOBTMzHn9bwbqKu,spotify:track:26oUj0ozOBTMzHn9bwbqKu,https://api.spotify.com/v1/tracks/26oUj0ozOBTMzHn9bwbqKu,https://api.spotify.com/v1/audio-analysis/26oUj0ozOBTMzHn9bwbqKu,262703,4
45,0.385,0.226,5,-12.654,1,0.0414,0.737,4e-06,0.101,0.132,170.04,audio_features,6hN5rIF8Fupldl9FWAx4EH,spotify:track:6hN5rIF8Fupldl9FWAx4EH,https://api.spotify.com/v1/tracks/6hN5rIF8Fupldl9FWAx4EH,https://api.spotify.com/v1/audio-analysis/6hN5rIF8Fupldl9FWAx4EH,292281,3
46,0.533,0.496,6,-9.363,0,0.517,0.77,0.000164,0.0969,0.173,155.158,audio_features,6dFn6my1sHK2bcf23GlHwM,spotify:track:6dFn6my1sHK2bcf23GlHwM,https://api.spotify.com/v1/tracks/6dFn6my1sHK2bcf23GlHwM,https://api.spotify.com/v1/audio-analysis/6dFn6my1sHK2bcf23GlHwM,347987,4
47,0.67,0.582,1,-3.574,1,0.224,0.3,0.0,0.0845,0.675,181.841,audio_features,5kHgrRO3hMDPehtH9VhYQc,spotify:track:5kHgrRO3hMDPehtH9VhYQc,https://api.spotify.com/v1/tracks/5kHgrRO3hMDPehtH9VhYQc,https://api.spotify.com/v1/audio-analysis/5kHgrRO3hMDPehtH9VhYQc,207467,4
48,0.673,0.844,11,-3.084,0,0.0392,0.0543,0.0,0.211,0.479,98.021,audio_features,5v8oHydXFHM1je05EFyIdw,spotify:track:5v8oHydXFHM1je05EFyIdw,https://api.spotify.com/v1/tracks/5v8oHydXFHM1je05EFyIdw,https://api.spotify.com/v1/audio-analysis/5v8oHydXFHM1je05EFyIdw,183678,4
49,0.33,0.0098,11,-25.281,0,0.542,0.919,0.000614,0.278,0.0714,77.443,audio_features,1nnUBYz0pknEfkVWcMJo0k,spotify:track:1nnUBYz0pknEfkVWcMJo0k,https://api.spotify.com/v1/tracks/1nnUBYz0pknEfkVWcMJo0k,https://api.spotify.com/v1/audio-analysis/1nnUBYz0pknEfkVWcMJo0k,1987023,4
50,0.385,0.226,5,-12.654,1,0.0414,0.737,4e-06,0.101,0.132,170.04,audio_features,6hN5rIF8Fupldl9FWAx4EH,spotify:track:6hN5rIF8Fupldl9FWAx4EH,https://api.spotify.com/v1/tracks/6hN5rIF8Fupldl9FWAx4EH,https://api.spotify.com/v1/audio-analysis/6hN5rIF8Fupldl9FWAx4EH,292281,3
51,0.691,0.75,10,-3.934,0,0.347,0.104,0.0,0.123,0.345,143.744,audio_features,1PVza5KmhSJhz12OewWciE,spotify:track:1PVza5KmhSJhz12OewWciE,https://api.spotify.com/v1/tracks/1PVza5KmhSJhz12OewWciE,https://api.spotify.com/v1/audio-analysis/1PVza5KmhSJhz12OewWciE,226963,4
52,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,audio_features,5RubKOuDoPn5Kj5TLVxSxY,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,https://api.spotify.com/v1/tracks/5RubKOuDoPn5Kj5TLVxSxY,https://api.spotify.com/v1/audio-analysis/5RubKOuDoPn5Kj5TLVxSxY,130014,4
53,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,audio_features,7AzlLxHn24DxjgQX73F9fU,spotify:track:7AzlLxHn24DxjgQX73F9fU,https://api.spotify.com/v1/tracks/7AzlLxHn24DxjgQX73F9fU,https://api.spotify.com/v1/audio-analysis/7AzlLxHn24DxjgQX73F9fU,154424,4
54,0.773,0.707,11,-5.71,1,0.0568,0.0103,1.04e-05,0.296,0.113,76.977,audio_features,6wyhUr4Xw8z5uSy0AhoZfU,spotify:track:6wyhUr4Xw8z5uSy0AhoZfU,https://api.spotify.com/v1/tracks/6wyhUr4Xw8z5uSy0AhoZfU,https://api.spotify.com/v1/audio-analysis/6wyhUr4Xw8z5uSy0AhoZfU,236187,4
55,0.414,0.889,9,-5.938,1,0.244,0.272,0.0,0.216,0.734,170.647,audio_features,3xDR4DI7b59UjRlS80yhVn,spotify:track:3xDR4DI7b59UjRlS80yhVn,https://api.spotify.com/v1/tracks/3xDR4DI7b59UjRlS80yhVn,https://api.spotify.com/v1/audio-analysis/3xDR4DI7b59UjRlS80yhVn,193985,4
56,0.627,0.811,0,-7.087,1,0.0507,0.00457,0.0835,0.161,0.492,109.029,audio_features,4ZcuHQLXRsOyNfprXVCABm,spotify:track:4ZcuHQLXRsOyNfprXVCABm,https://api.spotify.com/v1/tracks/4ZcuHQLXRsOyNfprXVCABm,https://api.spotify.com/v1/audio-analysis/4ZcuHQLXRsOyNfprXVCABm,235800,4
57,0.715,0.556,1,-7.074,0,0.0705,0.27,0.0,0.108,0.304,84.013,audio_features,2ffrfOcyvDiH6WAtlaKKej,spotify:track:2ffrfOcyvDiH6WAtlaKKej,https://api.spotify.com/v1/tracks/2ffrfOcyvDiH6WAtlaKKej,https://api.spotify.com/v1/audio-analysis/2ffrfOcyvDiH6WAtlaKKej,140000,4
58,0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,audio_features,1nahzW3kfMuwReTka28tH5,spotify:track:1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/tracks/1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/audio-analysis/1nahzW3kfMuwReTka28tH5,170813,4
59,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,audio_features,3SdTKo2uVsxFblQjpScoHy,spotify:track:3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/tracks/3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/audio-analysis/3SdTKo2uVsxFblQjpScoHy,180056,4
60,0.497,0.902,1,-4.523,1,0.0613,0.00162,1.08e-06,0.185,0.203,138.031,audio_features,37ngSr1dW9qbzU9o04UlxE,spotify:track:37ngSr1dW9qbzU9o04UlxE,https://api.spotify.com/v1/tracks/37ngSr1dW9qbzU9o04UlxE,https://api.spotify.com/v1/audio-analysis/37ngSr1dW9qbzU9o04UlxE,220800,4
61,0.757,0.721,4,-2.906,0,0.0691,0.00196,0.0,0.647,0.364,124.036,audio_features,20GrahbI4AzAOWxpYfDKkf,spotify:track:20GrahbI4AzAOWxpYfDKkf,https://api.spotify.com/v1/tracks/20GrahbI4AzAOWxpYfDKkf,https://api.spotify.com/v1/audio-analysis/20GrahbI4AzAOWxpYfDKkf,165366,4
