danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.88,0.672,1,-6.925,1,0.294,0.0199,0.0,0.0837,0.823,161.989,audio_features,49FOa4nEgBQh9YyoZH0y3E,spotify:track:49FOa4nEgBQh9YyoZH0y3E,https://api.spotify.com/v1/tracks/49FOa4nEgBQh9YyoZH0y3E,https://api.spotify.com/v1/audio-analysis/49FOa4nEgBQh9YyoZH0y3E,154059,4
0.847,0.516,11,-10.337,1,0.273,0.084,0.0,0.169,0.371,81.538,audio_features,4Eunc7AcjnjTSUL6kyDX3l,spotify:track:4Eunc7AcjnjTSUL6kyDX3l,https://api.spotify.com/v1/tracks/4Eunc7AcjnjTSUL6kyDX3l,https://api.spotify.com/v1/audio-analysis/4Eunc7AcjnjTSUL6kyDX3l,130612,4
0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,audio_features,4k3lPl8YTKuY8c1HelVnm3,spotify:track:4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/tracks/4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/audio-analysis/4k3lPl8YTKuY8c1HelVnm3,224213,4
0.631,0.933,4,-2.674,1,0.0699,0.0438,0.0,0.167,0.362,95.508,audio_features,4a2eojIkLDQEHSr7rLVKaf,spotify:track:4a2eojIkLDQEHSr7rLVKaf,https://api.spotify.com/v1/tracks/4a2eojIkLDQEHSr7rLVKaf,https://api.spotify.com/v1/audio-analysis/4a2eojIkLDQEHSr7rLVKaf,163296,4
0.779,0.593,4,-8.728,1,0.0508,0.0107,0.268,0.0916,0.301,127.991,audio_features,3argKmzYrrRtVst8VgRCZ7,spotify:track:3argKmzYrrRtVst8VgRCZ7,https://api.spotify.com/v1/tracks/3argKmzYrrRtVst8VgRCZ7,https://api.spotify.com/v1/audio-analysis/3argKmzYrrRtVst8VgRCZ7,240000,4
0.744,0.637,1,-7.297,0,0.301,0.249,0.0,0.0965,0.697,139.882,audio_features,17vQTNbvhpvi92qOnDOFHB,spotify:track:17vQTNbvhpvi92qOnDOFHB,https://api.spotify.com/v1/tracks/17vQTNbvhpvi92qOnDOFHB,https://api.spotify.com/v1/audio-analysis/17vQTNbvhpvi92qOnDOFHB,329208,4
0.45,0.352,1,-11.733,0,0.267,0.649,3.8e-06,0.249,0.408,102.679,audio_features,6oEVnWKgPqIEPc53OYDNqG,spotify:track:6oEVnWKgPqIEPc53OYDNqG,https://api.spotify.com/v1/tracks/6oEVnWKgPqIEPc53OYDNqG,https://api.spotify.com/v1/audio-analysis/6oEVnWKgPqIEPc53OYDNqG,252747,4
0.546,0.857,5,-4.748,1,0.0445,0.00031,0.00111,0.384,0.373,110.293,audio_features,3n4r9HS59J2Utzr9wHbte4,spotify:track:3n4r9HS59J2Utzr9wHbte4,https://api.spotify.com/v1/tracks/3n4r9HS59J2Utzr9wHbte4,https://api.spotify.com/v1/audio-analysis/3n4r9HS59J2Utzr9wHbte4,248517,3
0.597,0.568,5,-8.559,1,0.342,0.242,0.0,0.0838,0.342,84.052,audio_features,6LBpGdlukUARutol7VgWIS,spotify:track:6LBpGdlukUARutol7VgWIS,https://api.spotify.com/v1/tracks/6LBpGdlukUARutol7VgWIS,https://api.spotify.com/v1/audio-analysis/6LBpGdlukUARutol7VgWIS,242698,4
0.799,0.514,7,-6.794,0,0.0478,0.291,0.0,0.518,0.455,125.104,audio_features,5xLDmkobOw674TLTBBmnuN,spotify:track:5xLDmkobOw674TLTBBmnuN,https://api.spotify.com/v1/tracks/5xLDmkobOw674TLTBBmnuN,https://api.spotify.com/v1/audio-analysis/5xLDmkobOw674TLTBBmnuN,317560,4
0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,audio_features,7es56D0QedGMsK39wl2yFX,spotify:track:7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/tracks/7es56D0QedGMsK39wl2yFX,https://api.spotify.com/v1/audio-analysis/7es56D0QedGMsK39wl2yFX,109326,4
0.637,0.46,5,-9.063,1,0.0344,0.512,0.00278,0.143,0.446,125.836,audio_features,5aYR2yKYdcWxX7gAO2CYps,spotify:track:5aYR2yKYdcWxX7gAO2CYps,https://api.spotify.com/v1/tracks/5aYR2yKYdcWxX7gAO2CYps,https://api.spotify.com/v1/audio-analysis/5aYR2yKYdcWxX7gAO2CYps,200000,4
0.699,0.524,11,-7.522,1,0.051,0.412,0.0,0.0844,0.31,114.922,audio_features,1CI6YgwwNq3VfhgxPuEpE6,spotify:track:1CI6YgwwNq3VfhgxPuEpE6,https://api.spotify.com/v1/tracks/1CI6YgwwNq3VfhgxPuEpE6,https://api.spotify.com/v1/audio-analysis/1CI6YgwwNq3VfhgxPuEpE6,289133,4
0.632,0.793,11,-8.05,1,0.0266,0.002,0.285,0.111,0.692,139.961,audio_features,2hXUeV1allHmJk0zKSicQM,spotify:track:2hXUeV1allHmJk0zKSicQM,https://api.spotify.com/v1/tracks/2hXUeV1allHmJk0zKSicQM,https://api.spotify.com/v1/audio-analysis/2hXUeV1allHmJk0zKSicQM,90540,4
